,caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
3395,3919306,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once or twice a month
3396,3920521,qualified for wave 4,Active,Yes,On-line,2.0,201305.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Good,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201210.0,Yes,200909.0,Once a week
3397,3921501,qualified for wave 4,Retired,No,,,,different sex couple,2011.0,June,Married,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,5,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,West,Mountain,Rented for cash,0,0,0,0,5,Working - as a paid employee,Yes,200905.0,No,200903.0,
3398,3922235,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Non-Metro,Northeast,New England,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,201008.0,No,200902.0,Once or twice a month
3399,3923555,qualified for wave 4,Do not call,No,,,,different sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$40,000 to $49,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201207.0,Yes,200903.0,Once a week
3400,3924481,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Fair,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200906.0,No,200908.0,Once a year or less
3401,3925435,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,1,1,1,Working - as a paid employee,Yes,200602.0,No,,
3402,3926361,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,Yes,No,,,Fair,moderately attractive,slightly attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,2,0,0,2,Working - as a paid employee,Yes,201106.0,No,,
3403,3927521,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,March,Married,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - on temporary layoff from a job,Yes,200904.0,No,200903.0,A few times a year
3404,3928361,qualified for wave 4,Withdrawn,Yes,On-line,3.0,201304.0,same-sex couple,2010.0,March,Unmarried partners,3.0,3.0,Yes,No,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200602.0,No,,
3405,3929554,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,no,Fair,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"Black, Non-Hispanic",No,3,A one-family house detached from any other house,"$60,000 to $74,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - retired,Yes,201305.0,Yes,200903.0,
3406,3930426,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201304.0,same-sex couple,2011.0,May,Married,2.0,3.0,No,Yes,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200801.0,No,,
3407,3931495,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,201010.0,No,200903.0,Once a year or less
3408,3932306,qualified for wave 4,Withdrawn,Yes,On-line,2.0,201304.0,different sex couple,2010.0,May,Married,3.0,3.0,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - self-employed,Yes,201007.0,No,200904.0,Once a week
3409,3933552,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011.0,May,Married,2.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200602.0,No,,
3410,3934743,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A mobile home,"$5,000 to $7,499",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201310.0,Yes,200905.0,Once or twice a month
3411,3935335,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200711.0,No,,
3412,3936511,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Married,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200712.0,No,,
3413,3937436,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2011.0,May,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201206.0,Yes,200903.0,Never
3414,3938461,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A mobile home,"$10,000 to $12,499",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201209.0,Yes,200903.0,Never
3415,3940435,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,1,1,Working - as a paid employee,No,200904.0,No,200811.0,
3416,3941351,qualified for wave 4,Withdrawn,Yes,Telephone,,201304.0,different sex couple,2011.0,May,Married,2.0,3.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"Other, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,Midwest,,Owned or being bought by you or someone in your household,1,1,2,0,2,Not working - looking for work,Yes,201107.0,No,200903.0,More than once a week
3417,3943285,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201206.0,Yes,200903.0,
3418,3944653,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$40,000 to $49,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
3419,3945453,qualified for wave 4,Withdrawn,Yes,On-line,2.0,201303.0,different sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,No,,,Good,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201309.0,Yes,,
3420,3946295,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,201001.0,Once or twice a month
3421,3947225,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,Hispanic,No,7,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,7,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once or twice a month
3422,3949583,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Unmarried partners,4.0,3.0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200605.0,No,,
3423,3950465,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house attached to one or more houses,"$75,000 to $84,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,200607.0,No,,
3424,3951285,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200905.0,No,200903.0,A few times a year
3425,3952431,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,May,Married,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,200906.0,No,200903.0,Once a week
3426,3953206,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,March,Unmarried partners,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200909.0,No,200903.0,
3427,3954341,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,May,Married,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",10th grade,Less than high school,"White, Non-Hispanic",Yes,12,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,4,3,5,Not working - disabled,Yes,200712.0,No,200903.0,Never
3428,3957226,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200801.0,No,,
3429,3958341,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,May,Married,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
3430,3959235,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,5,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,4,Not working - looking for work,Yes,200904.0,No,200903.0,Never
3431,3960301,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,April,Married,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Never
3432,3962581,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,March,Married,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
3433,3963543,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200904.0,No,200905.0,Once or twice a month
3434,3965421,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,April,Married,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Yes,4,A mobile home,"$40,000 to $49,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,1,3,Not working - looking for work,Yes,200906.0,No,200903.0,A few times a year
3435,3968596,qualified for wave 4,Retired,No,,,,same-sex couple,2009.0,March,Married,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200710.0,No,,
3436,3971256,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,June,Unmarried partners,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,3,Working - as a paid employee,Yes,200904.0,No,200903.0,Never
3437,3974261,qualified for wave 4,Active,Yes,On-line,20.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201310.0,Yes,200903.0,Once a year or less
3438,3975505,unqualified for wave 4,,,,,,same-sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Masters degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,4,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,4,Working - as a paid employee,Yes,200708.0,No,,
3439,3976383,unqualified for wave 4,,,,,,different sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$25,000 to $29,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,1,0,0,1,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
3440,3977691,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,June,Married,3.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,Hispanic,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201009.0,No,200903.0,A few times a year
3441,3978205,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200906.0,No,200903.0,A few times a year
3442,3979235,unqualified for wave 4,,,,,,different sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - looking for work,Yes,201108.0,No,200903.0,
3443,3980413,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - disabled,Yes,200905.0,No,200903.0,Never
3444,3981321,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,no,Good,very attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,Hispanic,Yes,4,A building with 2 or more apartments,"$25,000 to $29,999",Separated,Metro,West,Mountain,Rented for cash,0,0,2,1,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
3445,3982235,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,Hispanic,Yes,1,A one-family house attached to one or more houses,"$10,000 to $12,499",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201301.0,Yes,200812.0,
3446,3983555,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200905.0,Once a year or less
3447,3984371,qualified for wave 4,Active,No,,,,different sex couple,2011.0,August,Married,2.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201211.0,Yes,200903.0,Once or twice a month
3448,3986455,qualified for wave 4,Active,Yes,On-line,3.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,3.0,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,2011.0,"Yes, we have gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,,
3449,3987371,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2011.0,April,Married,2.0,3.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",5th or 6th grade,Less than high school,Hispanic,Yes,4,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Not working - other,No,201106.0,No,200903.0,Once a week
3450,3988723,unqualified for wave 4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,No,200710.0,No,200903.0,More than once a week
3451,3989245,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009.0,March,Married,4.0,3.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"Other, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$12,500 to $14,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,1,0,0,1,Working - as a paid employee,Yes,200805.0,No,200810.0,
3452,3990426,unqualified for wave 4,,,,,,same-sex couple,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201106.0,No,200908.0,A few times a year
3453,3991391,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,March,Married,4.0,3.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,1,1,3,Not working - looking for work,Yes,200907.0,No,,
