,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
2750,3139732,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$10,000 to $12,499",Widowed,200710.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,,,Widowed,200710.0
2751,3140275,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,1,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Living with partner,200905.0,Never married,200710.0
2752,3141525,5.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"No, I expect [name] to have sex with other people besides me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,1,Not working - disabled,Yes,Never married,201405.0,Never married,201305.0,Never married,201208.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
2753,3142344,,,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,March,2009.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,No,40,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$35,000 to $39,999",Separated,200904.0,No,Metro,West,Pacific,rented for cash,0,0,0,1,1,Working - as a paid employee,Yes,,,,,,,,,,,Separated,200904.0,Separated,200710.0
2754,3144606,6.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,65,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,200905.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Living with partner,200905.0,Living with partner,200712.0
2755,3145421,0.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,48,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,201106.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,,,,,,,Married,201106.0,Married,201007.0,Married,200905.0,Married,200711.0
2756,3146671,2.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201503.0,still together at w5 or some follow-up w/o breakup,Yes,72,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201406.0,Yes,non-Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201406.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200712.0
2757,3147763,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$40,000 to $49,999",Divorced,200710.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,,,,,,,,,,,,,Divorced,200710.0
2758,3148455,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,March,2010.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,51,45-54,45-59,Associate degree,Some college,"Black, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$7,500 to $9,999",Never married,200905.0,No,Metro,South,West-South Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,,,,,,,,,,,Never married,200905.0,Never married,200805.0
2759,3149823,2.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,88,75+,60+,12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$35,000 to $39,999",Married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,,,Divorced,200904.0,Divorced,200710.0
2760,3150431,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2761,3151641,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,70,65-74,60+,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2762,3152471,,,eligible but not completed,Do not call,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,53,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,201008.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,No,,,,,,,,,Married,201008.0,Married,200904.0,Married,200710.0
2763,3153435,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$40,000 to $49,999",Never married,200904.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200805.0
2764,3155321,,,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,37,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,200904.0,No,non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,1,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
2765,3156215,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,27,25-34,18-29,Associate degree,Some college,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$15,000 to $19,999",Living with partner,200906.0,No,Metro,Midwest,West-North Central,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Living with partner,200906.0,Never married,200710.0
2766,3157321,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,38,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,1,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,201107.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,1,3,Working - as a paid employee,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2767,3158551,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,61,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$10,000 to $12,499",Married,201206.0,No,non-Metro,South,South Atlantic,rented for cash,0,0,0,1,4,Not working - other,No,,,,,Married,201206.0,Married,201106.0,Married,201007.0,Married,200903.0,Married,200710.0
2768,3159331,,,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,May,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,39,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,3,A mobile home,"$125,000 to $149,999",Married,200905.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,1,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200905.0,Married,200806.0
2769,3160406,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,3,A building with 2 or more apartments,"$50,000 to $59,999",Living with partner,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,1,0,2,Not working - disabled,Yes,Living with partner,201405.0,Married,201309.0,,,,,,,Living with partner,200905.0,Living with partner,200711.0
2770,3161361,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,42,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$35,000 to $39,999",Married,200802.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,,,,,,,,,,,,,Married,200802.0
2771,3162441,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,50,45-54,45-59,Masters degree,Bachelor's degree or higher,Hispanic,Male,1,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,201107.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,1,0,3,Working - self-employed,Yes,,,,,,,Married,201107.0,Married,201009.0,Married,200905.0,Married,200712.0
2772,3163555,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2773,3164325,,,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,May,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,38,35-44,30-44,Masters degree,Bachelor's degree or higher,Hispanic,Male,1,1,A building with 2 or more apartments,"$75,000 to $84,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201208.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
2774,3165446,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$85,000 to $99,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Divorced,201305.0,Never married,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200905.0,Living with partner,200712.0
2775,3166205,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$60,000 to $74,999",Never married,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - looking for work,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2776,3167563,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,61,55-64,60+,Associate degree,Some college,Hispanic,Male,1,1,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201405.0,Divorced,201305.0,Divorced,201208.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200712.0
2777,3168236,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,29,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,200906.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200906.0,Living with partner,200712.0
2778,3169695,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,75,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Never married,201405.0,Married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
2779,3170471,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,53,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200711.0
2780,3171555,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55-64,60+,Masters degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$25,000 to $29,999",Never married,200711.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,,,,,Never married,200711.0
2781,3172341,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,40,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,1,1,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
2782,3173761,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,81,75+,60+,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Widowed,201405.0,Yes,Metro,Northeast,New England,Occupied without payment,0,0,0,0,2,Not working - retired,Yes,Widowed,201405.0,Widowed,201305.0,Widowed,201206.0,Widowed,201107.0,Widowed,201007.0,Widowed,200904.0,Married,200712.0
2783,3175641,6.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"No, I expect [name] to have sex with other people besides me",bisexual,Only a few of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,70,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,Married,201405.0,Married,201306.0,Married,201207.0,Married,201107.0,Married,201008.0,Married,200904.0,Married,200710.0
2784,3176561,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,1,3,A one-family house detached from any other house,"$35,000 to $39,999",Married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200801.0
2785,3178671,,,eligible but not completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,November,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,73,65-74,60+,Associate degree,Some college,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,200904.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,No,,,,,,,,,,,Married,200904.0,Married,200710.0
2786,3179681,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,May,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,74,65-74,60+,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$15,000 to $19,999",Married,201007.0,No,Metro,South,East-South Central,rented for cash,0,0,0,0,4,Not working - retired,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200710.0
2787,3180591,,,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,65,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Male,1,2,A mobile home,"$30,000 to $34,999",Married,200903.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,,,,,,,,,,,Married,200903.0,Married,200711.0
2788,3181623,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,yes civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,67,65-74,60+,9th grade,Less than high school,"White, Non-Hispanic",Female,1,1,A mobile home,"Less than $5,000",Widowed,200904.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,Widowed,200904.0,Divorced,200711.0
2789,3182513,,,eligible but not completed,Retired,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,200904.0,No,Metro,Midwest,West-North Central,rented for cash,0,0,0,0,2,Working - self-employed,No,,,,,,,,,,,Living with partner,200904.0,Divorced,200711.0
2790,3183843,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$20,000 to $24,999",Divorced,200904.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - looking for work,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
2791,3184401,1.0,online,wave 5 completed,Active,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",bisexual,None of them,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,45,45-54,45-59,"Some college, no degree",Some college,Hispanic,Female,1,9,A building with 2 or more apartments,"$30,000 to $34,999",Married,201305.0,No,Metro,West,Pacific,rented for cash,0,1,1,0,7,Working - self-employed,Yes,Married,201412.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
2792,3186481,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,54,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201208.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,Married,201208.0,Married,201109.0,Married,201008.0,Married,200904.0,Married,200711.0
2793,3187491,,,eligible but not completed,Do not call,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,55,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,200904.0,No,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - other,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
2794,3188345,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$35,000 to $39,999",Never married,,No,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,1,Working - self-employed,Yes,,,,,,,,,,,,,,
2795,3189294,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,25-34,30-44,Associate degree,Some college,Hispanic,Female,1,4,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,201010.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,3,0,1,Not working - looking for work,Yes,,,,,,,,,Divorced,201010.0,Divorced,200904.0,Separated,200711.0
