caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
147525,147525_4,disqualified,,,,,,,,,,,
149675,149675_4,disqualified,,,,,,,,,,,
150411,150411_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
151506,151506_4,qualified,no,,,,,,,,,,
152762,152762_4,disqualified,,,,,,,,,,,
153673,153673_4,disqualified,,,,,,,,,,,
154531,154531_4,qualified,no,,,,,,,,,,
155561,155561_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
156486,156486_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
156535,156535_4,disqualified,,,,,,,,,,,
157385,157385_4,disqualified,,,,,,,,,,,
157421,157421_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
158261,158261_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
159285,159285_4,disqualified,,,,,,,,,,,
161715,161715_4,disqualified,,,,,,,,,,,
162521,162521_4,qualified,no,,,,,,,,,,
163195,163195_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
164505,164505_4,disqualified,,,,,,,,,,,
165625,165625_4,disqualified,,,,,,,,,,,
166381,166381_4,qualified,yes,201303.0,still together,,,4.0,Refused,moderately attractive,,,
167245,167245_4,disqualified,,,,,,,,,,,
168646,168646_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
171391,171391_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
172291,172291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
173205,173205_4,disqualified,,,,,,,,,,,
173671,173671_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,
174603,174603_4,qualified,no,,,,,,,,,,
175455,175455_4,disqualified,,,,,,,,,,,
176495,176495_4,qualified,no,,,,,,,,,,
177386,177386_4,disqualified,,,,,,,,,,,
178295,178295_4,disqualified,,,,,,,,,,,
179461,179461_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
180415,180415_4,disqualified,,,,,,,,,,,
181403,181403_4,qualified,no,,,,,,,,,,
183655,183655_4,disqualified,,,,,,,,,,,
185405,185405_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
187511,187511_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
188395,188395_4,disqualified,,,,,,,,,,,
189411,189411_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
190215,190215_4,qualified,yes,201304.0,broke up,,,,very attractive,,2011.0,December,
191546,191546_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,June,
192341,192341_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
193446,193446_4,qualified,no,,,,,,,,,,
194441,194441_4,qualified,no,,,,,,,,,,
196851,196851_4,qualified,no,,,,,,,,,,
197486,197486_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
198383,198383_4,disqualified,,,,,,,,,,,
199261,199261_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
201665,201665_4,disqualified,,,,,,,,,,,
202631,202631_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
203505,203505_4,disqualified,,,,,,,,,,,
203562,203562_4,disqualified,,,,,,,,,,,
204561,204561_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,
205421,205421_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
206541,206541_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
207225,207225_4,disqualified,,,,,,,,,,,
208762,208762_4,disqualified,,,,,,,,,,,
209345,209345_4,disqualified,,,,,,,,,,,
210425,210425_4,disqualified,,,,,,,,,,,
211571,211571_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,slightly attractive,,,
211655,211655_4,disqualified,,,,,,,,,,,
212505,212505_4,disqualified,,,,,,,,,,,
213802,213802_4,disqualified,,,,,,,,,,,
214591,214591_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,very attractive,,,
217365,217365_4,disqualified,,,,,,,,,,,
218426,218426_4,disqualified,,,,,,,,,,,
219265,219265_4,qualified,no,,,,,,,,,,
220411,220411_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
221225,221225_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2011.0,December,
222281,222281_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
224425,224425_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
225411,225411_4,qualified,no,,,,,,,,,,
225516,225516_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
226381,226381_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
227542,227542_4,disqualified,,,,,,,,,,,
228741,228741_4,qualified,yes,201303.0,partner passed away,,,,,,,,
229666,229666_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
230271,230271_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,slightly attractive,,,
230651,230651_4,disqualified,,,,,,,,,,,
231421,231421_4,qualified,no,,,,,,,,,,
232595,232595_4,disqualified,,,,,,,,,,,
233441,233441_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
234565,234565_4,disqualified,,,,,,,,,,,
236195,236195_4,disqualified,,,,,,,,,,,
236456,236456_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
237565,237565_4,disqualified,,,,,,,,,,,
238685,238685_4,disqualified,,,,,,,,,,,
239561,239561_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
240325,240325_4,disqualified,,,,,,,,,,,
241415,241415_4,disqualified,,,,,,,,,,,
242355,242355_4,qualified,no,,,,,,,,,,
244431,244431_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
245671,245671_4,qualified,no,,,,,,,,,,
246531,246531_4,qualified,no,,,,,,,,,,
247475,247475_4,qualified,yes,201304.0,broke up,,,,moderately attractive,,2011.0,June,
248795,248795_4,disqualified,,,,,,,,,,,
249441,249441_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
250325,250325_4,disqualified,,,,,,,,,,,
250546,250546_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
251822,251822_4,disqualified,,,,,,,,,,,
252235,252235_4,disqualified,,,,,,,,,,,
253483,253483_4,disqualified,,,,,,,,,,,
254236,254236_4,qualified,yes,201303.0,broke up,,,,very attractive,,2011.0,August,
255375,255375_4,qualified,no,,,,,,,,,,
256593,256593_4,disqualified,,,,,,,,,,,
256696,256696_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
257822,257822_4,disqualified,,,,,,,,,,,
259495,259495_4,disqualified,,,,,,,,,,,
260461,260461_4,qualified,yes,201305.0,still together,,,2.0,not at all attractive,slightly attractive,,,
261591,261591_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,
262566,262566_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,
263445,263445_4,disqualified,,,,,,,,,,,
264703,264703_4,disqualified,,,,,,,,,,,
266436,266436_4,qualified,no,,,,,,,,,,
267361,267361_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
268742,268742_4,disqualified,,,,,,,,,,,
269331,269331_4,qualified,no,,,,,,,,,,
270225,270225_4,qualified,yes,201303.0,broke up,,,,very attractive,,2012.0,May,
271623,271623_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
272616,272616_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,no
273431,273431_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,slightly attractive,,,
273651,273651_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
274536,274536_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,no
275653,275653_4,qualified,no,,,,,,,,,,
277391,277391_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,very attractive,,,
278413,278413_4,disqualified,,,,,,,,,,,
279534,279534_4,qualified,no,,,,,,,,,,
280593,280593_4,disqualified,,,,,,,,,,,
282691,282691_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
283386,283386_4,qualified,no,,,,,,,,,,
284426,284426_4,disqualified,,,,,,,,,,,
285261,285261_4,qualified,no,,,,,,,,,,
286556,286556_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
287496,287496_4,qualified,yes,201303.0,still together,,,3.0,not at all attractive,moderately attractive,,,no
288666,288666_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
289486,289486_4,qualified,yes,201304.0,broke up,,,,very attractive,,2012.0,,
290531,290531_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
291286,291286_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
291505,291505_4,disqualified,,,,,,,,,,,
292615,292615_4,disqualified,,,,,,,,,,,
293336,293336_4,qualified,yes,201304.0,still together,2011.0,June,4.0,slightly attractive,moderately attractive,,,yes
294475,294475_4,disqualified,,,,,,,,,,,
295531,295531_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
296851,296851_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
297285,297285_4,disqualified,,,,,,,,,,,
298551,298551_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
299605,299605_4,disqualified,,,,,,,,,,,
300455,300455_4,disqualified,,,,,,,,,,,
301251,301251_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2013.0,January,
301675,301675_4,disqualified,,,,,,,,,,,
302475,302475_4,disqualified,,,,,,,,,,,
303195,303195_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
304561,304561_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
305321,305321_4,qualified,no,,,,,,,,,,
306336,306336_4,qualified,no,,,,,,,,,,
307423,307423_4,disqualified,,,,,,,,,,,
307461,307461_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
308205,308205_4,disqualified,,,,,,,,,,,
309276,309276_4,disqualified,,,,,,,,,,,
310675,310675_4,disqualified,,,,,,,,,,,
311251,311251_4,qualified,no,,,,,,,,,,
312373,312373_4,disqualified,,,,,,,,,,,
312623,312623_4,disqualified,,,,,,,,,,,
313592,313592_4,disqualified,,,,,,,,,,,
314341,314341_4,qualified,no,,,,,,,,,,
315205,315205_4,disqualified,,,,,,,,,,,
316653,316653_4,disqualified,,,,,,,,,,,
320631,320631_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
321421,321421_4,qualified,no,,,,,,,,,,
322421,322421_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,slightly attractive,,,
323481,323481_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
326341,326341_4,qualified,yes,201304.0,still together,,,4.0,very attractive,very attractive,,,
327685,327685_4,disqualified,,,,,,,,,,,
328341,328341_4,qualified,no,,,,,,,,,,
329551,329551_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
330496,330496_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,no
331691,331691_4,qualified,yes,201303.0,partner passed away,,,,,,,,
332401,332401_4,qualified,no,,,,,,,,,,
333541,333541_4,disqualified,,,,,,,,,,,
334655,334655_4,disqualified,,,,,,,,,,,
335326,335326_4,qualified,no,,,,,,,,,,
336205,336205_4,disqualified,,,,,,,,,,,
337581,337581_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
338546,338546_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,no
341391,341391_4,disqualified,,,,,,,,,,,
341605,341605_4,disqualified,,,,,,,,,,,
342596,342596_4,qualified,yes,201303.0,still together,2013.0,March,5.0,moderately attractive,very attractive,,,yes
343421,343421_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
344396,344396_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
344595,344595_4,disqualified,,,,,,,,,,,
345315,345315_4,disqualified,,,,,,,,,,,
345491,345491_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,April,
346371,346371_4,qualified,no,,,,,,,,,,
347716,347716_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,slightly attractive,,,no
348456,348456_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
349425,349425_4,disqualified,,,,,,,,,,,
350771,350771_4,qualified,no,,,,,,,,,,
351405,351405_4,disqualified,,,,,,,,,,,
352336,352336_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
353285,353285_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
354331,354331_4,qualified,no,,,,,,,,,,
355771,355771_4,qualified,no,,,,,,,,,,
356755,356755_4,disqualified,,,,,,,,,,,
358321,358321_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
359511,359511_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,
360291,360291_4,qualified,no,,,,,,,,,,
360533,360533_4,disqualified,,,,,,,,,,,
361593,361593_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
362491,362491_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
363761,363761_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
364365,364365_4,qualified,no,,,,,,,,,,
365575,365575_4,disqualified,,,,,,,,,,,
366663,366663_4,disqualified,,,,,,,,,,,
367471,367471_4,qualified,yes,201303.0,still together,,,3.0,very attractive,slightly attractive,,,
368611,368611_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
370682,370682_4,disqualified,,,,,,,,,,,
370713,370713_4,disqualified,,,,,,,,,,,
371551,371551_4,qualified,no,,,,,,,,,,
371555,371555_4,disqualified,,,,,,,,,,,
372265,372265_4,disqualified,,,,,,,,,,,
373513,373513_4,disqualified,,,,,,,,,,,
374391,374391_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
375351,375351_4,qualified,no,,,,,,,,,,
375486,375486_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
376545,376545_4,disqualified,,,,,,,,,,,
378221,378221_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
379781,379781_4,disqualified,,,,,,,,,,,
380351,380351_4,disqualified,,,,,,,,,,,
381295,381295_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,October,
382683,382683_4,disqualified,,,,,,,,,,,
383281,383281_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
383463,383463_4,disqualified,,,,,,,,,,,
384435,384435_4,disqualified,,,,,,,,,,,
385491,385491_4,qualified,yes,201303.0,still together,,,2.0,moderately attractive,very attractive,,,
386546,386546_4,qualified,yes,201304.0,still together,,,4.0,very attractive,slightly attractive,,,no
386583,386583_4,disqualified,,,,,,,,,,,
387205,387205_4,disqualified,,,,,,,,,,,
388731,388731_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
389541,389541_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,slightly attractive,,,
390431,390431_4,qualified,no,,,,,,,,,,
392315,392315_4,disqualified,,,,,,,,,,,
392341,392341_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
393591,393591_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
394765,394765_4,disqualified,,,,,,,,,,,
396291,396291_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
399361,399361_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
401561,401561_4,disqualified,,,,,,,,,,,
404645,404645_4,disqualified,,,,,,,,,,,
405782,405782_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,very attractive,,,no
406672,406672_4,disqualified,,,,,,,,,,,
407802,407802_4,disqualified,,,,,,,,,,,
408642,408642_4,disqualified,,,,,,,,,,,
409345,409345_4,disqualified,,,,,,,,,,,
412281,412281_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,April,
413606,413606_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
414721,414721_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
415812,415812_4,disqualified,,,,,,,,,,,
416465,416465_4,disqualified,,,,,,,,,,,
417833,417833_4,disqualified,,,,,,,,,,,
419535,419535_4,disqualified,,,,,,,,,,,
420285,420285_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
421436,421436_4,qualified,no,,,,,,,,,,
422485,422485_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,very attractive,,,no
423411,423411_4,qualified,no,,,,,,,,,,
425381,425381_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
426245,426245_4,disqualified,,,,,,,,,,,
427821,427821_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
428395,428395_4,disqualified,,,,,,,,,,,
429306,429306_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
430623,430623_4,disqualified,,,,,,,,,,,
431851,431851_4,qualified,no,,,,,,,,,,
432411,432411_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
433481,433481_4,qualified,no,,,,,,,,,,
434455,434455_4,disqualified,,,,,,,,,,,
435535,435535_4,disqualified,,,,,,,,,,,
436712,436712_4,disqualified,,,,,,,,,,,
437831,437831_4,qualified,no,,,,,,,,,,
438615,438615_4,disqualified,,,,,,,,,,,
439271,439271_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
440811,440811_4,qualified,no,,,,,,,,,,
441341,441341_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,moderately attractive,,,
442336,442336_4,disqualified,,,,,,,,,,,
443301,443301_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
444371,444371_4,qualified,no,,,,,,,,,,
445591,445591_4,qualified,no,,,,,,,,,,
447445,447445_4,disqualified,,,,,,,,,,,
448326,448326_4,disqualified,,,,,,,,,,,
449566,449566_4,qualified,no,,,,,,,,,,
450291,450291_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
451325,451325_4,disqualified,,,,,,,,,,,
452446,452446_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,no
453361,453361_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
454456,454456_4,disqualified,,,,,,,,,,,
455601,455601_4,qualified,no,,,,,,,,,,
456692,456692_4,disqualified,,,,,,,,,,,
458621,458621_4,qualified,no,,,,,,,,,,
459505,459505_4,disqualified,,,,,,,,,,,
461511,461511_4,qualified,no,,,,,,,,,,
463603,463603_4,disqualified,,,,,,,,,,,
464712,464712_4,disqualified,,,,,,,,,,,
465386,465386_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2013.0,December,
466852,466852_4,qualified,no,,,,,,,,,,
467563,467563_4,disqualified,,,,,,,,,,,
468225,468225_4,disqualified,,,,,,,,,,,
469391,469391_4,disqualified,,,,,,,,,,,
470261,470261_4,qualified,yes,201305.0,still together,,,2.0,very attractive,very attractive,,,
471426,471426_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
472431,472431_4,disqualified,,,,,,,,,,,
473812,473812_4,disqualified,,,,,,,,,,,
474365,474365_4,disqualified,,,,,,,,,,,
475485,475485_4,qualified,no,,,,,,,,,,
477274,477274_4,disqualified,,,,,,,,,,,
478561,478561_4,qualified,no,,,,,,,,,,
479603,479603_4,disqualified,,,,,,,,,,,
480501,480501_4,qualified,no,,,,,,,,,,
481445,481445_4,disqualified,,,,,,,,,,,
482435,482435_4,disqualified,,,,,,,,,,,
483591,483591_4,qualified,no,,,,,,,,,,
484581,484581_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
487225,487225_4,disqualified,,,,,,,,,,,
488693,488693_4,disqualified,,,,,,,,,,,
489621,489621_4,qualified,no,,,,,,,,,,
490291,490291_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
491772,491772_4,disqualified,,,,,,,,,,,
492215,492215_4,disqualified,,,,,,,,,,,
493702,493702_4,disqualified,,,,,,,,,,,
494215,494215_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,no
496215,496215_4,qualified,no,,,,,,,,,,
497295,497295_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
499271,499271_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
500403,500403_4,disqualified,,,,,,,,,,,
501306,501306_4,qualified,yes,201303.0,still together,,,2.0,moderately attractive,very attractive,,,no
502721,502721_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
503922,503922_4,disqualified,,,,,,,,,,,
504385,504385_4,disqualified,,,,,,,,,,,
505381,505381_4,qualified,no,,,,,,,,,,
506515,506515_4,disqualified,,,,,,,,,,,
507491,507491_4,qualified,no,,,,,,,,,,
508361,508361_4,qualified,no,,,,,,,,,,
509391,509391_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
511386,511386_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,
512356,512356_4,qualified,yes,201305.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
513831,513831_4,qualified,no,,,,,,,,,,
515281,515281_4,qualified,yes,201304.0,broke up,,,,very attractive,,2011.0,October,
516446,516446_4,qualified,no,,,,,,,,,,
517455,517455_4,disqualified,,,,,,,,,,,
518481,518481_4,qualified,no,,,,,,,,,,
519343,519343_4,disqualified,,,,,,,,,,,
520581,520581_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
521565,521565_4,disqualified,,,,,,,,,,,
522543,522543_4,disqualified,,,,,,,,,,,
523401,523401_4,disqualified,,,,,,,,,,,
524471,524471_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,not at all attractive,,,
525291,525291_4,qualified,yes,201303.0,broke up,,,,very attractive,,2012.0,December,
526701,526701_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
527611,527611_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
528245,528245_4,disqualified,,,,,,,,,,,
531265,531265_4,qualified,yes,201303.0,still together,2010.0,June,4.0,slightly attractive,very attractive,,,yes
532341,532341_4,qualified,no,,,,,,,,,,
533831,533831_4,disqualified,,,,,,,,,,,
534575,534575_4,disqualified,,,,,,,,,,,
535331,535331_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
536205,536205_4,disqualified,,,,,,,,,,,
537563,537563_4,disqualified,,,,,,,,,,,
538571,538571_4,qualified,no,,,,,,,,,,
540435,540435_4,qualified,no,,,,,,,,,,
541261,541261_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
542711,542711_4,qualified,no,,,,,,,,,,
543641,543641_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
544235,544235_4,disqualified,,,,,,,,,,,
545326,545326_4,disqualified,,,,,,,,,,,
546195,546195_4,qualified,no,,,,,,,,,,
547235,547235_4,disqualified,,,,,,,,,,,
548505,548505_4,disqualified,,,,,,,,,,,
549235,549235_4,disqualified,,,,,,,,,,,
550195,550195_4,disqualified,,,,,,,,,,,
551782,551782_4,disqualified,,,,,,,,,,,
552391,552391_4,qualified,no,,,,,,,,,,
553481,553481_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
554226,554226_4,qualified,no,,,,,,,,,,
555401,555401_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
556351,556351_4,disqualified,,,,,,,,,,,
557215,557215_4,disqualified,,,,,,,,,,,
558672,558672_4,disqualified,,,,,,,,,,,
559772,559772_4,disqualified,,,,,,,,,,,
560882,560882_4,disqualified,,,,,,,,,,,
561504,561504_4,qualified,no,,,,,,,,,,
562485,562485_4,disqualified,,,,,,,,,,,
563456,563456_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
564405,564405_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
565505,565505_4,disqualified,,,,,,,,,,,
566581,566581_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
567481,567481_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
568563,568563_4,disqualified,,,,,,,,,,,
569215,569215_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
570541,570541_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
571671,571671_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
572225,572225_4,disqualified,,,,,,,,,,,
573381,573381_4,qualified,yes,201303.0,broke up,,,,slightly attractive,,2013.0,March,
576461,576461_4,qualified,no,,,,,,,,,,
577531,577531_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
578381,578381_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
579591,579591_4,qualified,no,,,,,,,,,,
580281,580281_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
581391,581391_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
582561,582561_4,qualified,no,,,,,,,,,,
584543,584543_4,disqualified,,,,,,,,,,,
585403,585403_4,disqualified,,,,,,,,,,,
586275,586275_4,disqualified,,,,,,,,,,,
587291,587291_4,qualified,no,,,,,,,,,,
588205,588205_4,disqualified,,,,,,,,,,,
589613,589613_4,disqualified,,,,,,,,,,,
591385,591385_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
593511,593511_4,qualified,no,,,,,,,,,,
594631,594631_4,qualified,no,,,,,,,,,,
595611,595611_4,disqualified,,,,,,,,,,,
596591,596591_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
597341,597341_4,disqualified,,,,,,,,,,,
598215,598215_4,disqualified,,,,,,,,,,,
599531,599531_4,qualified,yes,201303.0,still together,,,3.0,very attractive,very attractive,,,
600571,600571_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
601241,601241_4,qualified,no,,,,,,,,,,
602406,602406_4,disqualified,,,,,,,,,,,
603205,603205_4,disqualified,,,,,,,,,,,
604521,604521_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,moderately attractive,,,
605792,605792_4,disqualified,,,,,,,,,,,
606225,606225_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,no
608385,608385_4,disqualified,,,,,,,,,,,
609701,609701_4,qualified,no,,,,,,,,,,
610321,610321_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,August,
611351,611351_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
