,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,race_gap,religious_gap,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
2426,3742576,partnered,not married,0,2.0,0 to 3,same-sex couple,0,0,0.0,0 to 2,don't approve or don't know,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,8.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2427,3743291,partnered,married,0,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,4.0,9.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,still together,,,
2428,3744371,partnered,married,0,3.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,1,1,0,0,0,0,3,met_at_school,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2429,3745286,partnered,not married,1,7.0,6 to 10,different sex couple,0,1,3.0,3 to 4,approve,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2430,3746371,partnered,married,2,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,22.0,27.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2431,3747351,partnered,married,2,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,15.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2432,3749361,partnered,married,0,1.0,0 to 3,different sex couple,1,0,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,11.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2433,3752802,partnered,not married,0,29.0,>=20,different sex couple,0,0,0.0,0 to 2,,0,0,0,1,0,0,0,0,1,0,0,0,2,met_at_church,4.0,5.0,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2434,3754601,partnered,married,0,13.0,11 to 20,different sex couple,1,0,1.0,0 to 2,don't approve or don't know,0,0,1,0,0,0,1,1,0,0,0,0,3,met_at_school,42.0,47.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2435,3756501,partnered,married,0,4.0,4 to 5,different sex couple,0,1,5.0,5 to 6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2436,3757616,partnered,not married,0,0.0,0 to 3,same-sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2437,3760235,partnered,not married,0,0.0,0 to 3,different sex couple,0,1,3.0,3 to 4,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,0.15,5.15,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2438,3761321,partnered,married,2,1.0,0 to 3,different sex couple,0,1,4.0,3 to 4,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2439,3763501,partnered,not married,0,7.0,6 to 10,same-sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,0.75,0.75,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2440,3765215,partnered,not married,2,2.0,0 to 3,different sex couple,1,1,1.0,0 to 2,approve,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,0.45,3.45,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,broke up,,,
2441,3766424,partnered,not married,2,14.0,11 to 20,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,4.0,9.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,still together,,,
2442,3767711,partnered,married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,1,0,0,0,0,0,1,0,0,0,2,met_at_school,55.0,60.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2443,3768361,partnered,married,1,1.0,0 to 3,same-sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2444,3769215,partnered,not married,0,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,1.5,6.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2445,3770411,partnered,married,1,6.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,17.0,22.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2446,3772281,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,8.0,10.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
2447,3773233,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,6.0,11.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2448,3774591,partnered,married,0,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,1,0,0,1,0,0,0,0,2,met_travel,42.0,47.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2449,3777631,partnered,married,0,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,27.0,32.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2450,3778515,partnered,not married,0,8.0,6 to 10,same-sex couple,1,1,3.0,3 to 4,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,1.5,6.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2451,3779621,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,0,0,0,0,0,1,met_party,45.0,50.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2452,3782331,partnered,married,1,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,11.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up
2453,3784205,partnered,not married,1,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,1.5,6.5,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2454,3787205,partnered,not married,1,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,1,0,0,1,0,0,0,3,met_at_school,0.05,5.05,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2455,3788441,partnered,married,0,7.0,6 to 10,different sex couple,0,1,4.0,3 to 4,approve,0,0,0,0,0,0,1,0,0,0,0,0,1,met_party,9.0,11.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
2456,3789451,partnered,married,3,2.0,0 to 3,different sex couple,0,1,4.0,3 to 4,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,25.0,30.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2457,3790321,partnered,married,1,1.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,0,1,1,0,1,1,1,1,0,0,0,6,met_at_school,10.0,15.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2458,3792576,partnered,married,0,9.0,6 to 10,different sex couple,1,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,9.0,14.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2459,3793561,partnered,married,0,5.0,4 to 5,different sex couple,1,0,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,24.0,29.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
2460,3794566,partnered,married,0,6.0,6 to 10,different sex couple,1,0,2.0,0 to 2,,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2461,3795831,partnered,married,0,1.0,0 to 3,different sex couple,0,0,4.5,5 to 6,,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,61.0,66.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2462,3798621,partnered,married,0,3.0,0 to 3,different sex couple,1,0,2.5,3 to 4,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,34.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2463,3800361,partnered,married,0,11.0,11 to 20,same-sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,4.0,4.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2464,3802391,partnered,married,0,0.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,24.0,29.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2465,3805265,partnered,not married,0,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,1,0,0,3,met_at_work,2.5,7.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2466,3806531,partnered,married,0,2.0,0 to 3,different sex couple,0,0,4.5,5 to 6,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,31.0,36.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
2467,3808501,partnered,married,0,5.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,27.0,32.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2468,3809225,partnered,not married,0,4.0,4 to 5,different sex couple,1,1,0.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,1,2,met_at_work,5.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
2469,3810446,partnered,not married,0,15.0,11 to 20,same-sex couple,0,1,3.0,3 to 4,approve,0,0,0,0,0,1,1,1,0,0,0,0,3,met_social,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2470,3819381,partnered,married,1,7.0,6 to 10,different sex couple,0,0,3.0,3 to 4,approve,0,0,0,0,0,1,0,0,0,0,0,0,1,met_social,7.0,12.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2471,3820451,partnered,married,2,4.0,4 to 5,different sex couple,1,1,2.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,9.0,14.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2472,3823391,partnered,married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,2.5,7.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2473,3824526,partnered,not married,0,2.0,0 to 3,same-sex couple,0,1,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,28.0,33.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2474,3825551,partnered,married,0,1.0,0 to 3,different sex couple,0,1,5.0,5 to 6,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,24.0,29.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2475,3826525,partnered,not married,0,15.0,11 to 20,same-sex couple,0,0,3.0,3 to 4,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,0.15,5.15,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2476,3827291,partnered,married,0,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,0,1,0,0,0,2,met_at_school,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2477,3828261,partnered,married,1,,,different sex couple,0,1,3.0,3 to 4,approve,0,0,0,0,1,0,0,0,0,1,0,0,2,met_travel,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2478,3829381,partnered,married,0,11.0,11 to 20,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,9.0,14.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
2479,3830753,partnered,not married,0,9.0,6 to 10,same-sex couple,0,0,3.0,3 to 4,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,29.0,34.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2480,3831396,partnered,not married,1,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,4.0,9.0,0,excellent,qualified,no,,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
2481,3832225,partnered,not married,0,3.0,0 to 3,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,0.45,1.45,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2482,3834301,partnered,married,4,2.0,0 to 3,different sex couple,0,0,1.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,9.0,14.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2483,3837235,partnered,not married,1,3.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,1,0,0,0,0,0,0,1,0,1,0,0,3,met_online,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2484,3839381,partnered,married,0,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,20.0,25.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2485,3842574,partnered,married,0,5.0,4 to 5,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,,,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2486,3843271,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,1,0,0,0,1,0,0,0,0,2,met_at_church,6.0,11.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2487,3844421,partnered,married,3,1.0,0 to 3,different sex couple,0,0,3.0,3 to 4,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,14.0,19.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2488,3845284,partnered,not married,1,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,0.45,5.45,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2489,3847441,partnered,married,1,3.0,0 to 3,different sex couple,0,1,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,15.0,20.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2490,3849483,partnered,not married,0,6.0,6 to 10,same-sex couple,1,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,14.0,19.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2491,3850206,partnered,not married,0,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,1.5,2.5,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2492,3851371,partnered,married,0,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,12.0,17.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2493,3854246,partnered,married,0,1.0,0 to 3,different sex couple,1,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,6.0,11.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2494,3855341,partnered,married,2,1.0,0 to 3,different sex couple,0,1,2.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,16.0,21.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2495,3856361,partnered,married,1,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,0,1,0,0,0,2,met_at_school,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2496,3858635,partnered,not married,0,13.0,11 to 20,same-sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,13.0,18.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2497,3859842,partnered,married,0,6.0,6 to 10,different sex couple,0,0,8.0,>6,,0,0,0,0,1,1,0,0,0,0,0,0,2,met_travel,59.0,59.0,1,fair,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
2498,3862286,partnered,not married,2,4.0,4 to 5,different sex couple,1,0,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,14.0,19.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2499,3864411,partnered,married,2,,,different sex couple,0,0,,,approve,0,0,0,0,0,0,1,0,0,1,0,0,2,met_party,,,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2500,3865431,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,25.0,30.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2501,3866491,partnered,married,0,3.0,0 to 3,different sex couple,1,0,0.0,0 to 2,approve,0,0,1,1,0,0,1,1,0,0,0,0,4,met_at_school,26.0,31.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2502,3868471,partnered,married,1,8.0,6 to 10,different sex couple,0,1,2.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,14.0,19.0,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2503,3869391,partnered,married,0,,,different sex couple,0,0,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,14.0,19.0,0,good,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
2504,3870246,partnered,not married,0,2.0,0 to 3,different sex couple,0,1,2.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,6.0,6.0,0,poor,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2505,3871551,partnered,married,1,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,1,1,1,0,0,0,0,0,0,0,4,met_at_work,33.0,38.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2506,3872275,partnered,not married,1,16.0,11 to 20,different sex couple,1,1,3.0,3 to 4,don't approve or don't know,0,0,0,0,0,0,0,0,1,1,0,0,2,met_as_neighbors,12.0,12.0,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2507,3873291,partnered,married,0,2.0,0 to 3,different sex couple,0,0,5.0,5 to 6,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,6.0,11.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2508,3874515,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,6.0,11.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2509,3875581,partnered,married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,1,1,0,1,0,0,4,met_at_school,43.0,48.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2510,3880631,partnered,married,0,5.0,4 to 5,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,1,0,0,3,met_at_work,39.0,44.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2511,3882461,partnered,married,1,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,1,0,0,0,2,met_f_and_f,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2512,3884371,partnered,married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,23.0,28.0,0,good,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
2513,3885693,partnered,not married,0,24.0,>=20,different sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,4.0,5.0,0,good,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2514,3886611,partnered,married,0,4.0,4 to 5,different sex couple,0,1,4.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,26.0,26.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
2515,3887361,partnered,married,2,3.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,1,0,0,0,3,met_party,14.0,19.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2516,3888595,partnered,not married,0,3.0,0 to 3,same-sex couple,0,1,3.0,3 to 4,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,16.0,21.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2517,3891381,partnered,married,3,2.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,1,1,0,0,0,0,0,0,2,met_travel,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2518,3892443,partnered,not married,0,3.0,0 to 3,same-sex couple,0,1,5.0,5 to 6,don't approve or don't know,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,8.0,13.0,0,excellent,qualified,no,,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
2519,3894295,partnered,not married,1,0.0,0 to 3,same-sex couple,1,1,1.0,0 to 2,don't approve or don't know,0,0,1,0,0,1,0,1,0,0,0,0,3,met_at_school,8.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
2520,3896594,partnered,not married,0,5.0,4 to 5,different sex couple,0,1,1.0,0 to 2,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,0.75,1.75,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2521,3897456,partnered,not married,0,0.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,1,0,1,0,1,0,0,3,met_social,6.0,11.0,0,excellent,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
2522,3898286,partnered,not married,0,6.0,6 to 10,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,10.0,15.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2523,3901781,partnered,married,0,13.0,11 to 20,different sex couple,0,0,,,,0,0,0,1,0,0,1,0,0,0,0,0,2,met_at_church,56.0,61.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2524,3902395,partnered,not married,0,7.0,6 to 10,same-sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,7.0,12.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2525,3903571,partnered,married,0,3.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,25.0,30.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2526,3904375,partnered,not married,0,3.0,0 to 3,same-sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,1,1,0,0,0,0,0,2,met_social,4.0,9.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2527,3906365,partnered,not married,0,12.0,11 to 20,same-sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2528,3909431,partnered,married,1,11.0,11 to 20,different sex couple,0,1,4.5,5 to 6,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.0,21.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
