caseid_new,caseid_wave,qualified?,w3_broke_up,w3_xmarry,w3_xdeceased,w3_xpartnered,w3_xss,w3_xlast,w3_xyear,w3_xqualified,w3_status,w3_complete,w3_HCMST_interview_fin_yrmo,w3_days_elapsed,w3_xtype,w3_q1,w3_q2,w3_q3,w3_q4,w3_mbtiming_year,w3_mbtiming_month,w3_q5,w3_q6,w3_q7,w3_q8,w3_q9,w3_q10,w3_nonmbtiming_year,w3_nonmbtiming_month
3658711,3658711_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3659523,3659523_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3660426,3660426_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,769.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3661281,3661281_3,qualified,broke up,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,heterosexual couple,no,,divorce,I wanted the [divorce/separation] more.,2010.0,September,,,,,,,,
3662912,3662912_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3663613,3663613_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,764.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3665205,3665205_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,764.0,heterosexual couple,,,,,,,no,,,,We broke up,[xNameP] wanted to break up more,2010.0,July
3666235,3666235_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3667552,3667552_3,disqualified,,,apparently deceased,Qualified for follow-up at wave3,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3668296,3668296_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3671501,3671501_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3673441,3673441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3674446,3674446_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,766.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3676534,3676534_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3678386,3678386_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,765.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3679261,3679261_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3681446,3681446_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3682731,3682731_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,833.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3683281,3683281_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3684471,3684471_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,786.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3686291,3686291_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3688703,3688703_3,qualified,,,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3689341,3689341_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,833.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3690466,3690466_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,785.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3693711,3693711_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3695346,3695346_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,769.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3700581,3700581_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,765.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3701251,3701251_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,782.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3702371,3702371_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3703801,3703801_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,835.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3705411,3705411_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3706401,3706401_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,791.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3707656,3707656_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3710375,3710375_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3711551,3711551_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,780.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3713335,3713335_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3715435,3715435_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3716301,3716301_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,765.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3717601,3717601_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3718681,3718681_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,765.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3719281,3719281_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,801.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3720492,3720492_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","Yes, we have gotten a domestic partnership or civil union agreement",,,,
3723591,3723591_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3724331,3724331_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3725655,3725655_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3727751,3727751_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,819.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3728652,3728652_3,disqualified,,,apparently deceased,Qualified for follow-up at wave3,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3731315,3731315_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3732301,3732301_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,749.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3733373,3733373_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3734661,3734661_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,834.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3735326,3735326_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,779.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3736501,3736501_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,776.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3737521,3737521_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,781.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3741436,3741436_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,765.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3742576,3742576_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,748.0,same sex couple,yes,yes,,,,,,,,,,,,
3743291,3743291_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3744371,3744371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,803.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3745286,3745286_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,835.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3746371,3746371_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3747351,3747351_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,764.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3749361,3749361_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201107.0,854.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3752802,3752802_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,791.0,heterosexual couple,,,,,,,no,,,,Refused,,,
3754601,3754601_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3756501,3756501_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3757616,3757616_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,792.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3760235,3760235_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,765.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3761321,3761321_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3763501,3763501_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3765215,3765215_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3766424,3766424_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3767711,3767711_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3768361,3768361_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,same sex couple,yes,yes,,,,,,,,,,,,
3769215,3769215_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,844.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3770411,3770411_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3772281,3772281_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,764.0,heterosexual couple,yes,no,,,,,,,,,,,,
3773233,3773233_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3774591,3774591_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3777631,3777631_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3778515,3778515_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3779621,3779621_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3782331,3782331_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,786.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3784205,3784205_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3787205,3787205_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3788441,3788441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,768.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3789451,3789451_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,790.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3790321,3790321_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3792576,3792576_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,768.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3793561,3793561_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3794566,3794566_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,809.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3795831,3795831_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3798621,3798621_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,790.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3800361,3800361_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3802391,3802391_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3805265,3805265_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201106.0,839.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3806531,3806531_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
3808501,3808501_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3809225,3809225_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3810446,3810446_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,762.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3819381,3819381_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3820451,3820451_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3823391,3823391_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3824526,3824526_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3825551,3825551_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3826525,3826525_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3827291,3827291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,780.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3828261,3828261_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3829381,3829381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3830753,3830753_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3831396,3831396_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3832225,3832225_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,March
3834301,3834301_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3837235,3837235_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,808.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3839381,3839381_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3842574,3842574_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3843271,3843271_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3844421,3844421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,761.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3845284,3845284_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3847441,3847441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3849483,3849483_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3850206,3850206_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,790.0,heterosexual couple,,,,,,,no,,,,Other (please describe),We both equally wanted to break up,2010.0,August
3851371,3851371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,763.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3854246,3854246_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3855341,3855341_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3856361,3856361_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,781.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3858635,3858635_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,838.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3859842,3859842_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3862286,3862286_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,763.0,heterosexual couple,,,,,,,yes,yes,"yes, married [xNameP]",,,,,
3864411,3864411_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3865431,3865431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,820.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3866491,3866491_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3868471,3868471_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
