caseid_new,caseid_wave,qualified?,w2_broke_up,w2_xmarry,w2_deceased,w2_panelstat,w2_donotcontact,w2_assigned,w2_f1complete,w2_HCMST_interview_fin_yrmo,w2_xss,w2_q1,w2_q5,w2_q2,w2_q3,w2_q4,w2_q6,w2_q7,w2_q8,w2_q9,w2_q10
3866491,3866491_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3868471,3868471_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3869391,3869391_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3870246,3870246_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
3871551,3871551_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3872275,3872275_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
3873291,3873291_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3874515,3874515_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
3875581,3875581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3880631,3880631_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3882461,3882461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3884371,3884371_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3885693,3885693_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3886611,3886611_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,no,,,"[partner] passed away, is deceased",,,,,,
3887361,3887361_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3888595,3888595_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
3891381,3891381_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3892443,3892443_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3894295,3894295_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
3896594,3896594_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"yes, married [partner]",,,
3897456,3897456_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3898286,3898286_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3901781,3901781_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3902395,3902395_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3903571,3903571_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3904375,3904375_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3906365,3906365_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,[partner] wanted to break up more
3909431,3909431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3910661,3910661_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3912563,3912563_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
3913541,3913541_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3914561,3914561_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3915415,3915415_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
3916511,3916511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3917481,3917481_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3918383,3918383_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,yes,,,,no,"no, did not marry [partner]",,,
3919306,3919306_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
3920521,3920521_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3921501,3921501_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3923555,3923555_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
3924481,3924481_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3925435,3925435_2,qualified,broke up,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,[partner] wanted to break up more
3926361,3926361_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3927521,3927521_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3928361,3928361_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
3929554,3929554_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,no,,,,,,,
3930426,3930426_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
3932306,3932306_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3933552,3933552_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3935335,3935335_2,qualified,broke up,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
3936511,3936511_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3937436,3937436_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"yes, married [partner]",,,
3941351,3941351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3945453,3945453_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3946295,3946295_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
3949583,3949583_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3950465,3950465_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3952431,3952431_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3953206,3953206_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3954341,3954341_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3957226,3957226_2,qualified,broke up,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
3958341,3958341_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3959235,3959235_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
3960301,3960301_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3962581,3962581_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3965421,3965421_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3968596,3968596_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3971256,3971256_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
3974261,3974261_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3975505,3975505_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3976383,3976383_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
3977691,3977691_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,yes,,yes,,,,,,,
3979235,3979235_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
3980413,3980413_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3981321,3981321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,no,,,,,,,
3982235,3982235_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
3984371,3984371_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
3986455,3986455_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3987371,3987371_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3989245,3989245_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3990426,3990426_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
3991391,3991391_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3993486,3993486_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3994301,3994301_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
3995436,3995436_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
3996271,3996271_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3997265,3997265_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
3998541,3998541_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
3999403,3999403_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
4000465,4000465_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,no,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4001391,4001391_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4005581,4005581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4006641,4006641_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4007271,4007271_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4009326,4009326_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4010416,4010416_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4011225,4011225_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"yes, married [partner]",,,
4013336,4013336_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4014721,4014721_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4016605,4016605_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4018584,4018584_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4020486,4020486_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4021321,4021321_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4027356,4027356_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4028461,4028461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4031246,4031246_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4032561,4032561_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4037586,4037586_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
4040561,4040561_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4041271,4041271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4042195,4042195_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4043671,4043671_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,,,,,,,
4044591,4044591_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4045235,4045235_2,qualified,broke up,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,[partner] wanted to break up more
4047271,4047271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4048611,4048611_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4050291,4050291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4051576,4051576_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4052346,4052346_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,we both equally wanted to break up
4054305,4054305_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4055261,4055261_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4056536,4056536_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4057293,4057293_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4059602,4059602_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4061201,4061201_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4064361,4064361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4065491,4065491_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4066436,4066436_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4067321,4067321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4069331,4069331_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4071353,4071353_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,no,,,separation with no divorce,we both equally wanted the [divorce/separation],,,,,
4072283,4072283_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4073291,4073291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4074333,4074333_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4076391,4076391_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4077433,4077433_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
4078261,4078261_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4080471,4080471_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4082563,4082563_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,no,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4083471,4083471_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4084391,4084391_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4086476,4086476_2,qualified,broke up,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,other (please describe),we both equally wanted to break up
4087611,4087611_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4088495,4088495_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,no,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
4089221,4089221_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4090741,4090741_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
4091205,4091205_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4092313,4092313_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,no,,,,,,,we broke up,i wanted to break up more
4093341,4093341_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4095225,4095225_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201006.0,no,,yes,,,,no,"no, did not marry [partner]",,,
4096646,4096646_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
4098234,4098234_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4100616,4100616_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
4101551,4101551_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4103576,4103576_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
4104711,4104711_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4106215,4106215_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"yes, married [partner]",,,
4107311,4107311_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4108271,4108271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4109271,4109271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4110451,4110451_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4111331,4111331_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4114295,4114295_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4115421,4115421_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4117371,4117371_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4118275,4118275_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4119623,4119623_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4122321,4122321_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4124276,4124276_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4126631,4126631_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4128391,4128391_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4130581,4130581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
4131553,4131553_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
4133451,4133451_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4134391,4134391_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4135235,4135235_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
4136311,4136311_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
4137681,4137681_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
4138321,4138321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
