caseid_new,weight1,weight2,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphouseholdsize,pphouse,ppincimp,hhinc,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppt01,ppt1317,ppt18ov,ppt25,ppt612,children_in_hh,ppwork,ppnet,ppq14arace,pphispan,pprace_white,pprace_black,pprace_nativeamerican,pprace_asianindian,pprace_chinese,pprace_filipino,pprace_japanese,pprace_korean,pprace_vietnamese,pprace_otherasian,pprace_hawaiian,pprace_guamanian,pprace_samoan,pprace_otherpacificislander,pprace_someotherrace,papglb_friend,pppartyid3,papevangelical,papreligion,ppppcmdate_yrmo,pppadate_yrmo
3562733,104537,,73,65-74,60+,associate degree,some college,"black, non-hispanic",female,yes,2,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,divorced,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,other christian,200711.0,200709.0
3563881,72363,72363.0,88,75+,60+,"some college, no degree",some college,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200709.0
3564591,73908,73908.0,59,55-64,45-59,7th or 8th grade,less than high school,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,1,2,0,1,2,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,other christian,200809.0,200809.0
3565245,56991,56991.0,24,18-24,18-29,associate degree,some college,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,never married,non-metro,midwest,west-north central,rented for cash,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,catholic,200710.0,200709.0
3566493,20694,20694.0,49,45-54,45-59,12th grade no diploma,less than high school,"2+ races, non-hispanic",male,yes,3,a mobile home,"$20,000 to $24,999",22250.0,divorced,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,white,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,yes,baptist-any denomination,200710.0,200709.0
3568193,5118,5118.0,19,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,3,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,divorced,metro,south,east-south central,owned or being bought by you or someone in your household,0,1,2,0,0,1,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200603.0,200605.0
3569311,42692,42692.0,31,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,1,1,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200807.0,200807.0
3570435,80671,,43,35-44,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",female,no,3,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,3,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200801.0,200709.0
3571246,82008,82008.0,24,18-24,18-29,"some college, no degree",some college,hispanic,female,yes,3,a one-family house detached from any other house,"less than $5,000",2500.0,living with partner,metro,south,south atlantic,rented for cash,0,0,3,0,0,0,not working - other,yes,not asked,"yes, south american",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200711.0,200711.0
3572802,51988,,80,75+,60+,12th grade no diploma,less than high school,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$10,000 to $12,499",11250.0,widowed,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200711.0,200709.0
3573583,11400,,58,55-64,45-59,bachelors degree,bachelor's degree or higher,"2+ races, non-hispanic",female,yes,1,a one-family house attached to one or more houses,"$60,000 to $74,999",67250.0,divorced,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,"black, or  african american","no, i am not",no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200710.0,200709.0
3574215,74427,,21,18-24,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,7,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,2,4,0,2,4,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,baptist-any denomination,200710.0,200710.0
3575543,1194,,54,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,,buddhist,200306.0,200506.0
3576651,73347,73347.0,65,65-74,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,yes,baptist-any denomination,200710.0,200709.0
3577445,49280,49280.0,44,35-44,30-44,"some college, no degree",some college,"black, non-hispanic",female,yes,3,a one-family house detached from any other house,"$10,000 to $12,499",11250.0,never married,metro,midwest,east-north central,rented for cash,0,0,2,0,1,1,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,baptist-any denomination,200711.0,200709.0
3579571,97384,97384.0,57,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,married,non-metro,northeast,mid-atlantic,rented for cash,0,2,2,0,0,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200711.0
3581812,95449,,81,75+,60+,"some college, no degree",some college,"white, non-hispanic",female,yes,1,a one-family house attached to one or more houses,"$85,000 to $99,999",92250.0,widowed,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,other christian,200802.0,200709.0
3582506,10487,10487.0,50,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - disabled,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200710.0
3583571,12939,12939.0,57,55-64,45-59,"some college, no degree",some college,"2+ races, non-hispanic",female,yes,2,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - disabled,no,white,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3584485,108377,108377.0,48,45-54,45-59,11th grade,less than high school,"white, non-hispanic",female,yes,1,a building with 2 or more apartments,"less than $5,000",2500.0,never married,non-metro,midwest,east-north central,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200807.0,200808.0
3586365,18860,18860.0,36,35-44,30-44,bachelors degree,bachelor's degree or higher,"black, non-hispanic",female,yes,1,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,never married,metro,northeast,mid-atlantic,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,,baptist-any denomination,200602.0,200506.0
3588486,43873,43873.0,48,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,male,yes,3,a building with 2 or more apartments,"$60,000 to $74,999",67250.0,living with partner,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,1,1,not working - retired,yes,not asked,"yes, puerto rican",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, friends",democrat,yes,catholic,200711.0,200709.0
3591375,56067,56067.0,37,35-44,30-44,associate degree,some college,"black, non-hispanic",female,yes,3,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,never married,metro,south,east-south central,owned or being bought by you or someone in your household,0,1,2,0,0,1,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200711.0,200709.0
3592266,16318,16318.0,26,25-34,18-29,"some college, no degree",some college,"black, non-hispanic",female,no,4,a building with 2 or more apartments,"$50,000 to $59,999",55000.0,living with partner,metro,midwest,east-north central,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,baptist-any denomination,200806.0,200712.0
3593355,2587,2587.0,35,35-44,30-44,"some college, no degree",some college,"white, non-hispanic",male,no,3,a one-family house detached from any other house,"$125,000 to $149,999",137250.0,never married,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,3,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,,none,200602.0,200601.0
3594441,150685,150685.0,44,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,married,non-metro,south,west-south central,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,baptist-any denomination,200711.0,200709.0
3596326,7917,7917.0,32,25-34,30-44,bachelors degree,bachelor's degree or higher,"black, non-hispanic",female,yes,4,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,2,2,working - as a paid employee,yes,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,other christian,200710.0,200709.0
3597495,58599,,49,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",female,yes,1,a building with 2 or more apartments,"$15,000 to $19,999",17250.0,never married,metro,midwest,west-north central,rented for cash,0,0,1,0,0,0,not working - disabled,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"other non-christian, please specify:",200711.0,200711.0
3598491,14377,14377.0,49,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$175,000 or more",200000.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,1,1,0,1,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,catholic,200712.0,200712.0
3599411,27864,27864.0,41,35-44,30-44,11th grade,less than high school,"white, non-hispanic",female,no,5,a mobile home,"$40,000 to $49,999",45000.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,1,4,0,0,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",other,yes,baptist-any denomination,200710.0,200711.0
3600205,44957,44957.0,20,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,4,a one-family house detached from any other house,"$175,000 or more",200000.0,never married,metro,northeast,new england,owned or being bought by you or someone in your household,0,1,3,0,0,1,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200710.0,200710.0
3601366,5217,5217.0,36,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a building with 2 or more apartments,"$60,000 to $74,999",67250.0,living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3602451,116719,116719.0,45,45-54,45-59,bachelors degree,bachelor's degree or higher,hispanic,male,yes,6,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,3,2,0,0,3,working - as a paid employee,yes,not asked,"yes, south american",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, both",republican,yes,pentecostal,200711.0,200711.0
3603451,34681,34681.0,45,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",male,yes,3,a building with 2 or more apartments,"$50,000 to $59,999",55000.0,married,metro,west,pacific,rented for cash,0,0,3,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,other,yes,other christian,200711.0,200711.0
3604311,55190,55190.0,31,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,yes,other christian,200803.0,200810.0
3605511,85482,85482.0,51,45-54,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,no,2,a building with 2 or more apartments,"$20,000 to $24,999",22250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - disabled,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3606295,59806,59806.0,29,25-34,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,6,a one-family house attached to one or more houses,"$60,000 to $74,999",67250.0,never married,metro,midwest,east-north central,rented for cash,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,other christian,200710.0,200710.0
3607516,66999,66999.0,51,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,no,2,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,living with partner,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200711.0
3608225,130892,,22,18-24,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,6,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,never married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,3,4,0,0,3,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200710.0,200709.0
3609351,63560,63560.0,35,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,2,1,3,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200803.0,200711.0
3610311,25548,25548.0,31,25-34,30-44,"some college, no degree",some college,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,non-metro,west,mountain,owned or being bought by you or someone in your household,0,0,2,2,0,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,yes,other christian,200806.0,200806.0
3611361,77906,77906.0,36,35-44,30-44,associate degree,some college,hispanic,male,no,2,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,metro,northeast,mid-atlantic,rented for cash,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"yes, caribbean",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,other christian,200710.0,200710.0
3613386,18285,18285.0,38,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"2+ races, non-hispanic",male,yes,6,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,living with partner,metro,west,pacific,rented for cash,0,0,2,1,1,2,working - as a paid employee,no,white,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,none,200711.0,200710.0
3615423,57892,57892.0,42,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,other christian,200711.0,200710.0
3616701,156566,156566.0,70,65-74,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200710.0,200709.0
3617411,109008,109008.0,41,35-44,30-44,associate degree,some college,hispanic,male,yes,3,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,catholic,200711.0,200709.0
3618561,31925,31925.0,56,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - on temporary layoff from a job,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,other,yes,catholic,200710.0,200709.0
3619411,64114,64114.0,41,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,no,4,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,1,0,1,1,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200711.0,200710.0
3622666,26315,26315.0,66,65-74,60+,12th grade no diploma,less than high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,living with partner,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200807.0,200807.0
3623351,11400,11400.0,35,35-44,30-44,associate degree,some college,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,married,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,1,2,0,1,2,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,baptist-any denomination,200711.0,200711.0
3624645,54589,,64,55-64,60+,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,never married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,i would prefer to not answer this question,democrat,no,none,200712.0,200709.0
3625311,115176,115176.0,31,25-34,30-44,"some college, no degree",some college,hispanic,male,no,3,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,3,0,0,0,working - as a paid employee,yes,not asked,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,"other non-christian, please specify:",200801.0,200709.0
3626301,48822,48822.0,30,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,1,0,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200710.0,200710.0
3628296,124635,124635.0,29,25-34,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,no,3,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200712.0,200711.0
3629702,112898,,70,65-74,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,widowed,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200710.0
3630791,56643,56643.0,79,75+,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a mobile home,"$30,000 to $34,999",32250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,catholic,200710.0,200709.0
3631413,56249,,41,35-44,30-44,"some college, no degree",some college,"black, non-hispanic",female,yes,3,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,divorced,metro,south,west-south central,rented for cash,0,0,3,0,0,0,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200712.0,200709.0
3632653,32860,32860.0,65,65-74,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,1,0,1,1,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3633235,77651,,23,18-24,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,4,a mobile home,"$30,000 to $34,999",32250.0,never married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,yes,baptist-any denomination,200710.0,200710.0
3634581,40066,40066.0,58,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$150,000 to $174,999",162250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,none,200808.0,200808.0
3635255,8909,8909.0,25,25-34,18-29,masters degree,bachelor's degree or higher,"other, non-hispanic",female,yes,1,a building with 2 or more apartments,"less than $5,000",2500.0,never married,metro,west,pacific,rented for cash,0,0,1,0,0,0,not working - other,yes,not asked,"no, i am not",no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
3636603,36439,,60,55-64,60+,"some college, no degree",some college,"white, non-hispanic",female,no,1,a one-family house detached from any other house,"$10,000 to $12,499",11250.0,divorced,metro,south,west-south central,rented for cash,0,0,1,0,0,0,not working - disabled,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200710.0,200712.0
3637543,59258,,54,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,no,2,a one-family house detached from any other house,"$30,000 to $34,999",32250.0,divorced,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"other non-christian, please specify:",200801.0,200709.0
3638371,39070,39070.0,37,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,female,yes,3,a one-family house detached from any other house,"$175,000 or more",200000.0,married,metro,west,mountain,owned or being bought by you or someone in your household,0,1,2,0,0,1,working - self-employed,yes,not asked,"yes, mexican, mexican-american, chicano",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, friends",other,no,other christian,200710.0,200709.0
3639315,38886,38886.0,31,25-34,30-44,associate degree,some college,hispanic,male,no,3,a building with 2 or more apartments,"$85,000 to $99,999",92250.0,never married,metro,west,pacific,rented for cash,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"yes, mexican, mexican-american, chicano",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, both",democrat,no,none,200805.0,200710.0
