,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
2993,4607235,partnered,not married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_school,1.5,1.5,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2994,4608683,partnered,not married,0.0,10.0,6 to 10,different sex couple,8.0,>6,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,11.0,11.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2995,4609371,partnered,married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,5.0,5.0,0,good,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2996,4610625,partnered,not married,0.0,6.0,6 to 10,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,met_social,32.0,33.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,yes,still together,,,
2997,4611531,partnered,married,0.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,35.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2998,4612421,partnered,married,3.0,3.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,met_at_school,20.0,23.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2999,4613511,partnered,married,0.0,0.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_school,35.0,40.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
3000,4614621,partnered,married,0.0,9.0,6 to 10,different sex couple,1.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,42.0,42.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
3001,4617335,partnered,not married,3.0,0.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,8.0,8.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
3002,4618291,partnered,married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,6.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
3003,4619421,partnered,married,1.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,met_party,20.0,22.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
3004,4621371,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,met_offline_dating,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
3005,4622461,partnered,married,3.0,3.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,14.0,15.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
3006,4626536,partnered,not married,0.0,5.0,4 to 5,same-sex couple,3.0,3 to 4,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,10.0,10.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
3007,4627251,partnered,married,1.0,6.0,6 to 10,different sex couple,2.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,met_party,6.0,6.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
3008,4628251,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_at_school,5.0,8.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
3009,25495,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3010,27355,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3011,27695,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3012,30393,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3013,37656,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3014,39415,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3015,42645,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3016,45653,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3017,50605,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3018,53436,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3019,57485,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3020,59265,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3021,63435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3022,66345,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3023,67535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3024,70603,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3025,71523,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3026,74415,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3027,75685,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3028,76832,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3029,79405,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3030,84485,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3031,88205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3032,90315,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3033,92625,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3034,96335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3035,98306,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3036,101533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3037,102345,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3038,105515,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3039,107255,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3040,109706,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3041,123405,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3042,127425,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3043,129595,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3044,132505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3045,138383,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3046,141843,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3047,146405,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3048,149675,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3049,153673,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3050,156535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3051,157385,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3052,159285,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3053,164505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3054,165625,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3055,173205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3056,175455,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3057,178295,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3058,183655,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3059,188395,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3060,198383,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3061,201665,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3062,203505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3063,207225,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3064,208762,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3065,210425,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3066,211655,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3067,213802,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3068,227542,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3069,232595,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3070,234565,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3071,237565,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3072,238685,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3073,240325,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3074,241415,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3075,248795,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3076,250325,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3077,252235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3078,256593,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3079,263445,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3080,264703,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3081,268742,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3082,280593,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3083,291505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3084,292615,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3085,294475,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3086,299605,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3087,300455,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3088,301675,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3089,302475,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3090,308205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3091,310675,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3092,312623,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3093,313592,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3094,315205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3095,316653,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3096,327685,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3097,334655,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3098,341605,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3099,344595,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3100,345315,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3101,349425,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3102,356755,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3103,360533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3104,365575,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3105,366663,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3106,370682,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3107,371555,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3108,372265,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3109,373513,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3110,376545,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3111,382683,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3112,383463,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3113,384435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3114,386583,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3115,387205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3116,394765,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3117,404645,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3118,407802,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3119,408642,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3120,409345,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3121,415812,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3122,416465,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3123,417833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3124,419535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3125,426245,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3126,428395,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3127,430623,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3128,434455,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3129,435535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3130,436712,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3131,438615,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3132,442336,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3133,447445,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3134,451325,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3135,456692,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3136,459505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3137,463603,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3138,464712,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3139,467563,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3140,473812,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3141,474365,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3142,477274,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3143,479603,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3144,482435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3145,487225,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3146,488693,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3147,492215,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3148,493702,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3149,500403,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3150,503922,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3151,504385,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3152,517455,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3153,519343,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3154,521565,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3155,522543,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3156,528245,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3157,534575,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3158,537563,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3159,544235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3160,547235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3161,548505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3162,550195,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3163,551782,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3164,558672,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3165,559772,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3166,560882,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3167,562485,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3168,565505,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3169,568563,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3170,572225,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3171,584543,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3172,585403,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3173,588205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3174,589613,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3175,598215,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3176,603205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3177,605792,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3178,608385,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3179,618655,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3180,625435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3181,629205,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3182,631265,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3183,634595,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3184,637503,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3185,638635,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3186,641454,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3187,643545,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3188,644573,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3189,649295,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3190,662732,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3191,674385,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3192,676315,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3193,679573,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3194,681525,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3195,682691,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3196,683593,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3197,684695,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3198,685465,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3199,687672,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3200,688245,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3201,691395,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3202,694703,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3203,695592,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3204,699762,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3205,702553,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3206,705295,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3207,707663,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3208,708603,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
3209,710675,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,disqualified,,,disqualified,,,,,
