caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
3119215,unmarried partners,30,25-34,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,2,A one-family house attached to one or more houses,"$7,500 to $9,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,1,1,Not working - looking for work,"was unmarried, broke up"
3126421,married,51,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3132476,unmarried partners,55,55-64,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,was unmarried but got married
3140275,married,36,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
3141525,unmarried partners,60,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - disabled,unmarried still together
3149823,married,90,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3151641,married,72,65-74,60+,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3160406,unmarried partners,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,unmarried still together
3170471,married,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3176561,married,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,"was married, remained married"
3184401,married,48,45-54,45-59,"Some college, no degree",Some college,Hispanic,Female,Yes,9,A building with 2 or more apartments,"$35,000 to $39,999",Married,Metro,West,Pacific,Rented for cash,0,1,1,0,7,Working - as a paid employee,"was married, remained married"
3225411,married,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$15,000 to $19,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Not working - disabled,"was married, remained married"
3226271,married,36,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,6,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Occupied without payment of cash rent,1,2,1,0,2,Working - as a paid employee,"was married, remained married"
3241291,married,38,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
3259601,married,69,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3268461,married,54,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3277771,married,85,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,2,A mobile home,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3308311,married,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3312261,married,35,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,6,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,3,0,2,Not working - other,"was married, remained married"
3322441,married,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,"was married, remained married"
3335321,married,40,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,"was married, remained married"
3336706,unmarried partners,79,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
3355301,married,39,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,No,5,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,West,Pacific,Rented for cash,0,1,2,0,2,Working - as a paid employee,"was married, remained married"
3358441,married,53,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,4,A mobile home,"Less than $5,000",Separated,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,1,1,Not working - disabled,"was married, remained married"
3380321,married,40,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,2,1,Working - as a paid employee,"was married, remained married"
3397265,married,35,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,4,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,1,1,0,2,Working - as a paid employee,"was married, remained married"
3399561,married,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
3401521,married,60,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3406281,married,36,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
3409311,married,40,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3424583,unmarried partners,66,65-74,60+,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was unmarried, broke up"
3427495,unmarried partners,57,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house attached to one or more houses,"$175,000 to $199,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,unmarried still together
3431211,married,30,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,2,0,0,0,2,Working - as a paid employee,"was married, remained married"
3444456,unmarried partners,53,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$250,000 or more",Divorced,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - as a paid employee,unmarried still together
3453341,married,42,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married"
3468741,married,83,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3491361,married,43,35-44,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,No,5,A one-family house detached from any other house,"$10,000 to $12,499",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,1,0,0,4,Working - as a paid employee,"was married, remained married"
3492545,unmarried partners,62,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
3535676,married,76,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3540311,married,39,35-44,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married"
3564591,married,67,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$25,000 to $29,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,"was married, remained married"
3565245,married,33,25-34,30-44,Associate degree,Some college,"2+ Races, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3598491,married,57,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,3,"Boat, RV, van, etc.","$50,000 to $59,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
3605511,married,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,2,A building with 2 or more apartments,"$30,000 to $34,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,"was married, remained married"
3607516,unmarried partners,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,1,A one-family house detached from any other house,"$20,000 to $24,999",Living with partner,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,unmarried still together
3609351,married,43,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,2,2,Working - as a paid employee,"was married, remained married"
3610311,married,39,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,3,0,2,Working - as a paid employee,"was married, remained married"
3616701,married,79,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3619411,married,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,1,1,0,3,Working - as a paid employee,was married but no longer married
3634581,married,66,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"Less than $5,000",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3663613,unmarried partners,70,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,unmarried still together
3673441,married,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,3,Working - as a paid employee,"was married, remained married"
3683281,married,37,35-44,30-44,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,Yes,3,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
3700581,married,66,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married"
3705411,married,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3706401,married,49,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
3732301,married,38,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A mobile home,"Less than $5,000",Married,Metro,South,West-South Central,Rented for cash,0,0,1,0,3,Working - as a paid employee,"was married, remained married"
3736501,married,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,"was married, remained married"
3761321,married,40,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,6,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,3,1,2,Not working - other,"was married, remained married"
3767711,married,79,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
3770411,married,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,"was married, remained married"
3774591,married,68,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3778515,unmarried partners,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,unmarried still together
3782331,married,41,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,was married but no longer married
3787205,married,28,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3798621,married,70,65-74,60+,10th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3844421,married,51,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
3866491,married,58,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
3871551,married,63,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
3874515,unmarried partners,60,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
3880631,married,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$20,000 to $24,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
3912563,unmarried partners,64,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
3913541,married,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,"was married, remained married"
3929554,married,64,55-64,60+,"Some college, no degree",Some college,"Black, Non-Hispanic",Female,No,3,A one-family house detached from any other house,"$50,000 to $59,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,"was married, remained married"
4001391,married,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,2,0,0,0,2,Working - as a paid employee,"was married, remained married"
4006641,married,72,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,1,0,0,4,Not working - retired,"was married, remained married"
4011225,married,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4050291,married,37,35-44,30-44,"Some college, no degree",Some college,"Black, Non-Hispanic",Female,Yes,5,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,"was married, remained married"
4054305,unmarried partners,39,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,0,0,1,Working - as a paid employee,unmarried still together
4056536,married,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4069331,married,42,35-44,30-44,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,4,A one-family house attached to one or more houses,"$175,000 to $199,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,"was married, remained married"
4088495,unmarried partners,57,55-64,45-59,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was unmarried, broke up"
4115421,married,50,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
4126631,married,72,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
4128391,married,47,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
4130581,married,67,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4141421,married,50,45-54,45-59,Associate degree,Some college,"2+ Races, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,"was married, remained married"
4168555,unmarried partners,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A mobile home,"$15,000 to $19,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
4169431,married,52,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,"was married, remained married"
4174761,married,84,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,5,Not working - retired,"was married, remained married"
4178551,married,63,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4180501,married,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
4181551,married,64,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
4191521,married,60,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
4192621,married,70,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
