caseid_new,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
4046215,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A building with 2 or more apartments,"Less than $5,000",Never married,Metro,South,West-South Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Never
4047271,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200907.0,No,200903.0,A few times a year
4048611,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200712.0,No,,
4050291,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,6,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,South,West-South Central,Rented for cash,0,1,1,0,4,Working - self-employed,Yes,201305.0,Yes,200903.0,More than once a week
4051576,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A mobile home,"$25,000 to $29,999",Living with partner,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200905.0,No,200905.0,More than once a week
4052346,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A building with 2 or more apartments,"$40,000 to $49,999",Living with partner,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Not working - looking for work,Yes,201207.0,Yes,200903.0,Once a year or less
4054305,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Non-Metro,Northeast,New England,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,
4055261,"Some college, no degree",Some college,Hispanic,Yes,4,A one-family house attached to one or more houses,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Rented for cash,0,1,1,0,2,Working - as a paid employee,Yes,200904.0,No,200905.0,Once a week
4056536,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201308.0,Yes,200903.0,Never
4057293,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$25,000 to $29,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a year or less
4059602,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,200904.0,No,200904.0,Once a year or less
4061201,11th grade,Less than high school,"White, Non-Hispanic",No,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,,Owned or being bought by you or someone in your household,0,2,0,0,3,Not working - other,Yes,200806.0,No,200812.0,
4063215,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",No,3,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201001.0,No,201002.0,
4064361,12th grade NO DIPLOMA,Less than high school,Hispanic,Yes,5,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,Yes,201207.0,Yes,200903.0,
4065491,Associate degree,Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,200904.0,No,200904.0,Once a week
4066436,"Some college, no degree",Some college,Hispanic,Yes,6,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,4,0,2,Working - self-employed,Yes,201212.0,Yes,200911.0,Never
4067321,Associate degree,Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,2,1,0,2,Not working - other,Yes,201304.0,Yes,201005.0,Once or twice a month
4068521,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A mobile home,"$10,000 to $12,499",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200711.0,No,,
4069331,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,3,A one-family house attached to one or more houses,"$175,000 or more",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,Yes,201109.0,Yes,200903.0,A few times a year
4071353,No formal education,Less than high school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,201107.0,No,200902.0,
4072283,Associate degree,Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,0,5,Working - as a paid employee,Yes,201107.0,No,200905.0,Once a year or less
4073291,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - self-employed,Yes,201008.0,No,200912.0,Once a week
4074333,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200602.0,No,,
4076391,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,2,0,2,Not working - other,Yes,200905.0,No,200811.0,
4077433,Associate degree,Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$40,000 to $49,999",Divorced,Metro,West,Pacific,Rented for cash,0,0,0,1,1,Working - as a paid employee,Yes,200904.0,No,200906.0,Once a year or less
4078261,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,
4079695,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$12,500 to $14,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,0,0,1,Not working - retired,Yes,200904.0,No,200902.0,Once a week
4080471,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - self-employed,Yes,200904.0,No,200907.0,Once or twice a month
4082563,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$125,000 to $149,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,201007.0,No,200908.0,
4083471,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,Yes,200805.0,No,,
4084391,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,1,2,Not working - looking for work,Yes,200906.0,No,200903.0,Once a week
4086476,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,No,201305.0,Yes,200908.0,
4087611,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200905.0,No,200902.0,A few times a year
4088495,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200906.0,Never
4089221,"Some college, no degree",Some college,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - self-employed,Yes,201211.0,Yes,200903.0,More than once a week
4090741,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200904.0,No,,
4091205,"Some college, no degree",Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,1,5,Not working - looking for work,Yes,200904.0,No,200909.0,Once a year or less
4092313,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$100,000 to $124,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201007.0,No,200903.0,A few times a year
4093341,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200907.0,No,200910.0,Once a week
4094842,11th grade,Less than high school,"2+ Races, Non-Hispanic",No,1,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,Non-Metro,Midwest,East-North Central,Occupied without payment of cash rent,0,0,0,0,1,Not working - retired,Yes,201007.0,No,200903.0,Once a week
4095225,"Some college, no degree",Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,6,Not working - other,Yes,200908.0,No,200901.0,
4096646,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201106.0,No,200903.0,A few times a year
4098234,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A building with 2 or more apartments,"$10,000 to $12,499",Separated,Metro,West,Mountain,Rented for cash,0,0,0,1,3,Not working - on temporary layoff from a job,Yes,201010.0,No,200903.0,A few times a year
4099333,Associate degree,Some college,Hispanic,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,200710.0,No,,
4100616,"Some college, no degree",Some college,Hispanic,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200804.0,No,201011.0,
4101551,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house attached to one or more houses,"$15,000 to $19,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,Yes,200710.0,No,200902.0,
4103576,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Non-Metro,West,Mountain,Rented for cash,0,0,0,0,1,Working - self-employed,Yes,201208.0,Yes,200903.0,Once a week
4104711,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,201002.0,No,200905.0,A few times a year
4105552,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Widowed,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200903.0,A few times a year
4106215,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$175,000 or more",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - other,Yes,200905.0,No,200811.0,
4107311,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,5,A one-family house detached from any other house,"$20,000 to $24,999",Separated,Metro,Midwest,West-North Central,Rented for cash,0,0,3,0,2,Working - as a paid employee,No,201009.0,No,200902.0,
4108271,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,2,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200906.0,Once or twice a month
4109271,Associate degree,Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,2,0,0,2,Working - as a paid employee,Yes,201007.0,No,200905.0,Once a week
4110451,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200808.0,No,200810.0,
4111331,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - self-employed,Yes,200905.0,No,,
4112722,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,200907.0,No,200903.0,More than once a week
4114295,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",No,1,A building with 2 or more apartments,"Less than $5,000",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - looking for work,Yes,201008.0,No,200903.0,Once or twice a month
4115421,Associate degree,Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,1,4,Working - as a paid employee,Yes,201305.0,Yes,200904.0,Once a year or less
4117371,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,200906.0,No,200809.0,
4118275,"Some college, no degree",Some college,"Black, Non-Hispanic",No,5,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,1,0,4,Not working - looking for work,Yes,200710.0,No,200909.0,A few times a year
4119623,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201305.0,Yes,,
4121245,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201108.0,No,200903.0,Once a week
4122321,Masters degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$100,000 to $124,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200906.0,No,200811.0,
4124276,"Some college, no degree",Some college,"Black, Non-Hispanic",No,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201310.0,Yes,200809.0,
4125205,"Some college, no degree",Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,200905.0,No,200905.0,Once a week
4126631,12th grade NO DIPLOMA,Less than high school,"Black, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,5,Working - as a paid employee,Yes,201305.0,Yes,200903.0,More than once a week
4128391,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
4129705,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,1,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,1,Not working - retired,No,200904.0,No,200903.0,A few times a year
4130581,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201008.0,No,200906.0,
4131553,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Metro,South,South Atlantic,Occupied without payment of cash rent,0,0,0,0,1,Not working - disabled,Yes,201305.0,Yes,200905.0,Once a week
4133451,"Some college, no degree",Some college,Hispanic,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200904.0,No,200904.0,A few times a year
4134391,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,Yes,200905.0,No,200905.0,Once a year or less
4135235,Associate degree,Some college,"Black, Non-Hispanic",Yes,5,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,Metro,South,West-South Central,Rented for cash,0,1,3,0,1,Not working - disabled,Yes,201305.0,Yes,200903.0,Once a week
4136311,Professional or Doctorate degree,Bachelor's degree or higher,Hispanic,Yes,6,A one-family house attached to one or more houses,"$20,000 to $24,999",Married,Metro,Northeast,,Rented for cash,0,0,3,1,2,Working - as a paid employee,Yes,200710.0,No,200812.0,
4137681,11th grade,Less than high school,"White, Non-Hispanic",Yes,2,A mobile home,"$20,000 to $24,999",Married,Metro,South,,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,Once a week
4138321,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,2,Not working - on temporary layoff from a job,Yes,200910.0,No,200911.0,Once or twice a month
4139266,"Some college, no degree",Some college,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,200712.0,No,,
4140291,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - self-employed,Yes,200710.0,No,200809.0,
4141421,Associate degree,Some college,"2+ Races, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,3,Not working - retired,Yes,201206.0,Yes,200903.0,A few times a year
4142622,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201107.0,No,200905.0,More than once a week
4143305,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201211.0,Yes,200903.0,
4145331,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - self-employed,Yes,200905.0,No,200903.0,
4146493,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Divorced,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200903.0,More than once a week
4147263,"Some college, no degree",Some college,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,Metro,South,South Atlantic,Rented for cash,0,0,2,0,2,Not working - looking for work,No,201010.0,No,201003.0,Once a year or less
4148521,"Some college, no degree",Some college,"Black, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - disabled,Yes,200804.0,No,200903.0,More than once a week
4149281,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201208.0,Yes,200905.0,Once a year or less
4150351,Masters degree,Bachelor's degree or higher,Hispanic,Yes,5,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,Yes,200905.0,No,200903.0,A few times a year
4153545,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,No,2,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200905.0,No,200903.0,More than once a week
4154401,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,200904.0,No,200903.0,Never
4155575,Bachelors degree,Bachelor's degree or higher,Hispanic,No,2,A one-family house attached to one or more houses,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201306.0,Yes,200903.0,Once a week
4156566,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200809.0,
4157545,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - on temporary layoff from a job,Yes,200904.0,No,200810.0,
4158544,11th grade,Less than high school,"2+ Races, Non-Hispanic",No,2,"Boat, RV, van, etc.","$5,000 to $7,499",Separated,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,2,Not working - disabled,No,201106.0,No,200903.0,Once a week
4161446,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Once or twice a month
4162836,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A building with 2 or more apartments,"$100,000 to $124,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200801.0,No,200810.0,
4163226,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,5,Working - as a paid employee,Yes,201307.0,Yes,200903.0,Once or twice a month
4164546,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201108.0,No,200906.0,Once or twice a month
4165616,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200907.0,No,200908.0,Once a year or less
4167361,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,2,2,2,Working - self-employed,Yes,201305.0,Yes,200903.0,Once a week
4168555,10th grade,Less than high school,"White, Non-Hispanic",Yes,1,A mobile home,"$15,000 to $19,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,201305.0,Yes,200902.0,More than once a week
4169431,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,More than once a week
4170295,"Some college, no degree",Some college,Hispanic,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Never
